Method,GldStd,PPIN,Predicts,Refs,Precision,Recall,F0.5-score,F1-score,F2-score,AUC-PR,MMR,Sensitivity,PPP,Accuracy,F-Match,Separation
CUBCO+,SGD,KroganCore,157,306,0.7388535031847133,0.40522875816993464,0.6343941853080234,0.5233971326686558,0.4454574734286351,0.19166120054223376,0.3289621135434826,0.44744399770246984,0.6270627062706271,0.5296937266986074,0.5359477124183006,0.5955134900768488
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,452,306,0.7964601769911505,0.5522875816993464,0.731756600723578,0.6522718013594356,0.5883627192337746,0.2808821029651409,0.48011370769700545,0.5582998276852383,0.629948914431673,0.5930433123960728,0.6241830065359477,0.3908146033773095
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.31198833541560184,0.41059330190560284,0.5491097070649053,0.6423423423423423,0.5938993310646079,0.6078431372549019,0.6337237590755906
CUBCO+,SGD,KroganExt,161,306,0.7391304347826086,0.43137254901960786,0.6468350051885161,0.5447924253459577,0.47055863110216406,0.21598249613052997,0.3445262600603747,0.4761631246410109,0.6182008368200836,0.5425536306356623,0.5555555555555556,0.6062695497097398
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,628,306,0.8646496815286624,0.8071895424836601,0.8525123884152744,0.8349321762732123,0.8180623801460937,0.5672235324248835,0.753439047219644,0.8845491097070649,0.6487497538885607,0.7575295487469804,0.8888888888888888,0.44818910393997763
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,234,306,0.7649572649572649,0.6535947712418301,0.7397488986420029,0.7049047984720499,0.6731955350964287,0.4402693586853287,0.554403490171783,0.7082136703044227,0.6675862068965517,0.6875999402492808,0.7777777777777778,0.7114361945034848
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
P5COMP,CYC,Collins,551,408,0.8874773139745916,0.5784313725490197,0.8017997487688563,0.7003774867394128,0.6217325155912612,0.3383522796454903,0.49662229202331815,0.6614583333333334,0.7382428940568475,0.6987967617970328,0.6102941176470589,0.4186547792408739
PC2P,CYC,Collins,209,408,0.9090909090909091,0.5343137254901961,0.7972498537156232,0.6730472368014819,0.5823271717063788,0.34462006408028284,0.41417598548812395,0.640625,0.7399209486166007,0.6884851906232333,0.5833333333333334,0.6738318625003861
CUBCO+,CYC,Collins,202,408,0.8514851485148515,0.4681372549019608,0.7316573424081532,0.6041302708766252,0.5144603897446177,0.28417446959196274,0.375848940258403,0.5583333333333333,0.7341092211280215,0.6402168761155437,0.5343137254901961,0.6519538305146484
ClusterOne,CYC,Collins,125,408,0.968,0.36764705882352944,0.7296893091470475,0.5328987932705012,0.41970752282376456,0.25652463626921557,0.2523341116507138,0.5625,0.6945812807881774,0.6250615733216607,0.39950980392156865,0.504691903192465
P5COMP,CYC,Gavin,476,408,0.8613445378151261,0.4681372549019608,0.7374600711186113,0.6065934406419928,0.5151729654911082,0.2975902288797736,0.4036727802067398,0.5401041666666667,0.7557499190152251,0.6388925419960065,0.5024509803921569,0.381176429968877
PC2P,CYC,Gavin,183,408,0.8852459016393442,0.46078431372549017,0.7475259189443921,0.6060895522388059,0.5096590224507008,0.31079085095855274,0.3560022504274377,0.5291666666666667,0.7620783956244302,0.6350326640034046,0.4950980392156863,0.6129403016863965
CUBCO+,CYC,Gavin,176,408,0.8295454545454546,0.3897058823529412,0.6767772180240693,0.5302905701754387,0.4359338381106905,0.2532509680512476,0.32929829518375,0.44114583333333335,0.7775377969762419,0.5856684722564878,0.4485294117647059,0.5960824012103396
ClusterOne,CYC,Gavin,110,408,0.9,0.2867647058823529,0.6303879310344828,0.43494423791821557,0.3320090805902383,0.22704937393782046,0.2130460499307818,0.4296875,0.738045738045738,0.5631421029070087,0.3137254901960784,0.4576201265237951
P5COMP,CYC,KroganCore,573,408,0.8272251308900523,0.553921568627451,0.7529266893829494,0.6635324723590078,0.593112795742504,0.3060422396141765,0.489563613624518,0.5677083333333334,0.7346938775510204,0.645826475715183,0.6004901960784313,0.4111761883311013
PC2P,CYC,KroganCore,219,408,0.8493150684931506,0.5098039215686274,0.7494885623953879,0.6371541501976286,0.5541042210917091,0.3243052115387631,0.4175477479698186,0.5401041666666667,0.7515527950310559,0.6371159989093451,0.571078431372549,0.6624054501981496
CUBCO+,CYC,KroganCore,218,408,0.7844036697247706,0.4534313725490196,0.6844795056428719,0.5746698395974495,0.49522232171370245,0.24535248210221894,0.37108076309046406,0.4557291666666667,0.7530487804878049,0.5858210419497212,0.5024509803921569,0.6231785831235855
ClusterOne,CYC,KroganCore,132,408,0.8560606060606061,0.33088235294117646,0.6497904314046207,0.4772855265627933,0.3771583694297751,0.20619040982811837,0.24195165919050945,0.45989583333333334,0.7015355086372361,0.568008149023978,0.39215686274509803,0.4826284743229537
P5COMP,CYC,KroganExt,584,408,0.839041095890411,0.5759803921568627,0.7688147633799807,0.6830584885514297,0.6145135123596465,0.3174737141560269,0.5035473365438279,0.5880208333333333,0.7281147296086047,0.6543291450537155,0.625,0.41977296876191095
PC2P,CYC,KroganExt,225,408,0.8533333333333334,0.5269607843137255,0.7592813313909859,0.6515614271846959,0.5706086769011305,0.3221212196715335,0.4306213286887394,0.5661458333333333,0.7437874892887746,0.6489161640353097,0.5955882352941176,0.6748796243653349
CUBCO+,CYC,KroganExt,229,408,0.7729257641921398,0.47794117647058826,0.6879993302396785,0.5906512308442643,0.517436787709246,0.27215588922797185,0.3882313854189911,0.4739583333333333,0.749271137026239,0.5959222258984203,0.5367647058823529,0.6304494710828864
ClusterOne,CYC,KroganExt,132,408,0.8712121212121212,0.3284313725490196,0.6547861853287104,0.4770307082714215,0.37518016438783064,0.2063485761901848,0.24418407050596574,0.46510416666666665,0.6791778373547811,0.5620395378097206,0.39215686274509803,0.4809928013790002
P5COMP,CYC,BIM,838,408,0.9331742243436754,0.8774509803921569,0.9214704767120979,0.9044551416663974,0.8880568039649087,0.6666319717358614,0.814820879986558,0.9526041666666667,0.7486525332375135,0.8444936486129487,0.9632352941176471,0.5075773536312287
PC2P,CYC,BIM,307,408,0.9543973941368078,0.8333333333333334,0.9274499873385669,0.889766170665047,0.855025096299755,0.6581459893563292,0.6775034114575322,0.9265625,0.7516483516483516,0.8345353053191793,0.9093137254901961,0.8295714949487671
CUBCO+,CYC,BIM,308,408,0.9188311688311688,0.7622549019607843,0.8825729619587016,0.8332512828280916,0.7891504257196346,0.5728925200951385,0.647930806936198,0.7984375,0.7808564231738035,0.7895980308852307,0.8357843137254902,0.8123548889698923
ClusterOne,CYC,BIM,209,408,0.9521531100478469,0.5955882352941176,0.850337623971302,0.7327983997454139,0.6438071653952151,0.45504573230498147,0.4497041556733898,0.8359375,0.6864224137931034,0.7574999911090247,0.6862745098039216,0.6460513995886064
P5COMP,SGD,Collins,435,306,0.8298850574712644,0.5555555555555556,0.7552933299857729,0.6655604719764012,0.594884977918397,0.32293581792890486,0.49916615634645006,0.5726593911545089,0.632996632996633,0.6020726421742695,0.6372549019607843,0.40480372621419547
PC2P,SGD,Collins,168,306,0.8214285714285714,0.5294117647058824,0.7398141529664046,0.6438569206842923,0.5699339207048459,0.3618641126641216,0.4085364313569254,0.5640436530729466,0.6383363471971067,0.6000413028803074,0.6241830065359477,0.6480992304974383
CUBCO+,SGD,Collins,158,306,0.7848101265822784,0.46405228758169936,0.6894931395275985,0.5832394832726069,0.505361283952885,0.2672843537682586,0.3592256828829086,0.4865020103388857,0.62148070907195,0.5498650874081203,0.5816993464052288,0.6234636763849892
ClusterOne,SGD,Collins,108,306,0.8981481481481481,0.3790849673202614,0.7050655437752212,0.5331438047855959,0.42862802462363625,0.29760848192679346,0.28374239773713794,0.49511774842044803,0.6179337231968811,0.5531274298950506,0.434640522875817,0.5112005100521464
P5COMP,SGD,Gavin,382,306,0.824607329842932,0.47058823529411764,0.7167643210649071,0.5992153132802283,0.5147899983657461,0.2793607950951801,0.41340930764749845,0.49511774842044803,0.6442617089739006,0.5647879307675294,0.5359477124183006,0.36325461210508314
PC2P,SGD,Gavin,141,306,0.8439716312056738,0.4542483660130719,0.7203640797839909,0.5906128934354525,0.5004689721944873,0.3001119708701961,0.3449021635444162,0.49167145318782307,0.6614906832298136,0.5702947356357135,0.5196078431372549,0.5948988897445631
CUBCO+,SGD,Gavin,143,306,0.7552447552447552,0.39869281045751637,0.640656604947876,0.5218837881728522,0.44026250016706986,0.23793463475586416,0.32144404000851384,0.4296381390005744,0.6526195899772209,0.5295189006193557,0.4934640522875817,0.5723215881175393
ClusterOne,SGD,Gavin,94,306,0.8829787234042553,0.3235294117647059,0.6560793331417073,0.47354771784232363,0.37047557214737864,0.25639141446841496,0.23767610683567858,0.42044801838024126,0.632420091324201,0.5156547044109183,0.37254901960784315,0.474050591128419
P5COMP,SGD,KroganCore,438,306,0.8036529680365296,0.5326797385620915,0.7294400032546124,0.6406932207742901,0.5711987448281904,0.2612035931601573,0.4642205212673169,0.5393452039058013,0.6557436082102989,0.5947034303584515,0.6176470588235294,0.3890687708135797
PC2P,SGD,KroganCore,164,306,0.8048780487804879,0.4803921568627451,0.7090861252411859,0.6016744186046512,0.5225231047631358,0.29956394419313315,0.38919349384489094,0.5226881102814475,0.6373937677053825,0.5771985307908348,0.5816993464052288,0.6223647579906654
CUBCO+,SGD,KroganCore,157,306,0.732484076433121,0.40522875816993464,0.6306274433496666,0.5217900398843719,0.444990887984622,0.1859498559703184,0.3321393103481304,0.45203905801263644,0.6291028446389497,0.5332720293468061,0.5392156862745098,0.5985274121160937
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,447,306,0.8031319910514542,0.5522875816993464,0.736252081179343,0.6544981849760245,0.589085733038941,0.28472165550239587,0.4786251115360666,0.5582998276852383,0.6282420749279539,0.5922393453468735,0.6241830065359477,0.3920003209080847
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.311810573319338,0.41059330190560284,0.5491097070649053,0.6423423423423423,0.5938993310646079,0.6078431372549019,0.6337237590755906
CUBCO+,SGD,KroganExt,162,306,0.7407407407407407,0.434640522875817,0.6492872485842609,0.5478323550612708,0.47379858216664883,0.21690972589483723,0.34478951350990267,0.4755887421022401,0.6193952033368092,0.5427498370512094,0.5522875816993464,0.6042125744424582
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,630,306,0.861904761904762,0.803921568627451,0.8496485081633123,0.8319040412532931,0.8148855800061494,0.5685819602515485,0.7505743828353719,0.8828259620907525,0.6494644595910418,0.7572080865800445,0.8856209150326797,0.4473568208030392
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,224,306,0.8035714285714286,0.6437908496732027,0.7655704860271513,0.7148617047012338,0.6704531703775413,0.44225435211123176,0.5503107895673557,0.7156806433084434,0.6532871972318339,0.6837726241814956,0.7679738562091504,0.721142315164931
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
P5COMP,CYC,Collins,553,408,0.8896925858951176,0.5808823529411765,0.8041877017297029,0.7028634978616444,0.6242150737951082,0.3395782761097532,0.49787821105759855,0.6614583333333334,0.7411521570653578,0.700172314904593,0.6102941176470589,0.4191769796223306
PC2P,CYC,Collins,209,408,0.9090909090909091,0.5343137254901961,0.7972498537156232,0.6730472368014819,0.5823271717063788,0.34462006408028284,0.41417598548812395,0.640625,0.7399209486166007,0.6884851906232333,0.5833333333333334,0.6738318625003861
CUBCO+,CYC,Collins,204,408,0.8480392156862745,0.47058823529411764,0.7308057873059457,0.6052919308987535,0.5165721110779337,0.293004980448928,0.3795442909476983,0.5536458333333333,0.74375,0.6416962587873383,0.5343137254901961,0.649892533222846
ClusterOne,CYC,Collins,125,408,0.968,0.36764705882352944,0.7296893091470475,0.5328987932705012,0.41970752282376456,0.25652463626921557,0.2523341116507138,0.5625,0.6945812807881774,0.6250615733216607,0.39950980392156865,0.504691903192465
P5COMP,CYC,Gavin,476,408,0.8613445378151261,0.4681372549019608,0.7374600711186113,0.6065934406419928,0.5151729654911082,0.2960176456560587,0.4036727802067398,0.540625,0.7549368727743606,0.6388565933318985,0.5024509803921569,0.3813436155908169
PC2P,CYC,Gavin,183,408,0.8852459016393442,0.46078431372549017,0.7475259189443921,0.6060895522388059,0.5096590224507008,0.31079085095855274,0.3550831327803789,0.5286458333333334,0.7625570776255708,0.6349193820994924,0.49264705882352944,0.612734345733419
CUBCO+,CYC,Gavin,178,408,0.8089887640449438,0.38480392156862747,0.6628512454848244,0.5215345221343054,0.4298850749560761,0.25049966868735357,0.327997285678406,0.43854166666666666,0.7824675324675324,0.5857854690933071,0.45098039215686275,0.5932028770156588
ClusterOne,CYC,Gavin,110,408,0.9,0.2867647058823529,0.6303879310344828,0.43494423791821557,0.3320090805902383,0.22704937393782046,0.2130460499307818,0.4296875,0.738045738045738,0.5631421029070087,0.3137254901960784,0.4576201265237951
P5COMP,CYC,KroganCore,574,408,0.8205574912891986,0.5514705882352942,0.7476000609508331,0.6596269116576103,0.590178231319794,0.30192364755655454,0.4888338030979947,0.5677083333333334,0.7355889724310777,0.6462197687762472,0.6004901960784313,0.41048602983236726
PC2P,CYC,KroganCore,219,408,0.8447488584474886,0.5073529411764706,0.7455843184897902,0.6339549551786645,0.5513991239816503,0.325659434978668,0.4178745453554395,0.5395833333333333,0.7515527950310559,0.636808732916596,0.5686274509803921,0.661887709950295
CUBCO+,CYC,KroganCore,224,408,0.75,0.4485294117647059,0.6611271676300579,0.5613496932515338,0.4877398720682303,0.23851910589254044,0.3672387544732917,0.4453125,0.75,0.5779138127783415,0.5024509803921569,0.6139115945561036
ClusterOne,CYC,KroganCore,132,408,0.8560606060606061,0.33088235294117646,0.6497904314046207,0.4772855265627933,0.3771583694297751,0.20619040982811837,0.24195165919050945,0.45989583333333334,0.7015355086372361,0.568008149023978,0.39215686274509803,0.4826284743229537
P5COMP,CYC,KroganExt,587,408,0.8330494037478705,0.5759803921568627,0.7647825346203606,0.6810645504464272,0.6138667703711459,0.3136920255037429,0.505084840434273,0.5875,0.7289803220035778,0.6544279480409604,0.625,0.41887536461779024
PC2P,CYC,KroganExt,225,408,0.8577777777777778,0.5294117647058824,0.7631139618662683,0.6547304937806258,0.5733051686579972,0.32045043963430125,0.4302945313031185,0.5666666666666667,0.7437874892887746,0.6492145849129076,0.5980392156862745,0.6753904147644895
CUBCO+,CYC,KroganExt,227,408,0.7797356828193832,0.47794117647058826,0.6923049150339383,0.5926288407551447,0.5180425600893348,0.2685366168612526,0.387927687550955,0.47708333333333336,0.7502439024390244,0.5982715619086518,0.5343137254901961,0.6357925124722865
ClusterOne,CYC,KroganExt,132,408,0.8712121212121212,0.3284313725490196,0.6547861853287104,0.4770307082714215,0.37518016438783064,0.2063485761901848,0.24418407050596574,0.46510416666666665,0.6791778373547811,0.5620395378097206,0.39215686274509803,0.4809928013790002
P5COMP,CYC,BIM,833,408,0.9399759903961584,0.8799019607843137,0.9273137897089834,0.9089474560678791,0.8912945184326493,0.6664366157691118,0.8135795038064565,0.9526041666666667,0.7456553222302679,0.8428014990813253,0.9632352941176471,0.5090233840867494
PC2P,CYC,BIM,307,408,0.9511400651465798,0.8308823529411765,0.9243819897353145,0.8869534830584788,0.8524380099101473,0.657996928148273,0.6758694245294276,0.9260416666666667,0.7521978021978022,0.8346055993163816,0.9068627450980392,0.8290169887512389
CUBCO+,CYC,BIM,311,408,0.9260450160771704,0.7720588235294118,0.8905222983956462,0.8420700889687147,0.7986182636391006,0.5735090837536676,0.6524634829926268,0.7864583333333334,0.7957124842370744,0.7910718767378954,0.8308823529411765,0.8114920509242063
ClusterOne,CYC,BIM,209,408,0.9521531100478469,0.5955882352941176,0.850337623971302,0.7327983997454139,0.6438071653952151,0.45504573230498147,0.4497041556733898,0.8359375,0.6864224137931034,0.7574999911090247,0.6862745098039216,0.6460513995886064
P5COMP,SGD,Collins,434,306,0.8317972350230415,0.5555555555555556,0.7565596445636685,0.6661745709540505,0.5950811024660425,0.3235485835203837,0.49916615634645006,0.5726593911545089,0.632996632996633,0.6020726421742695,0.6372549019607843,0.40525813894848717
PC2P,SGD,Collins,168,306,0.8214285714285714,0.5294117647058824,0.7398141529664046,0.6438569206842923,0.5699339207048459,0.36175229624692756,0.4085364313569254,0.5640436530729466,0.6383363471971067,0.6000413028803074,0.6241830065359477,0.6480992304974383
CUBCO+,SGD,Collins,157,306,0.7898089171974523,0.46405228758169936,0.6925739458779105,0.5846143630266609,0.5057735393807089,0.27129505221600436,0.35939768150691964,0.4870763928776565,0.62148070907195,0.5501895873404127,0.5849673202614379,0.6255481219206933
ClusterOne,SGD,Collins,108,306,0.8981481481481481,0.3790849673202614,0.7050655437752212,0.5331438047855959,0.42862802462363625,0.29760848192679346,0.28374239773713794,0.49511774842044803,0.6179337231968811,0.5531274298950506,0.434640522875817,0.5112005100521464
P5COMP,SGD,Gavin,381,306,0.8267716535433071,0.47058823529411764,0.7180714652077278,0.599785790789004,0.5149583128984796,0.2808978823142784,0.4129735778000038,0.49511774842044803,0.6440314510364546,0.5646869946697227,0.5359477124183006,0.36352587522046603
PC2P,SGD,Gavin,141,306,0.8439716312056738,0.4542483660130719,0.7203640797839909,0.5906128934354525,0.5004689721944873,0.3001119708701961,0.3449021635444162,0.49167145318782307,0.6614906832298136,0.5702947356357135,0.5196078431372549,0.5948988897445631
CUBCO+,SGD,Gavin,140,306,0.7714285714285715,0.39869281045751637,0.6499092415752507,0.5256942227896585,0.44134197974167966,0.24141727638414184,0.3197327600174351,0.43595634692705343,0.65,0.5323266154369747,0.49019607843137253,0.5752764007399067
ClusterOne,SGD,Gavin,94,306,0.8829787234042553,0.3235294117647059,0.6560793331417073,0.47354771784232363,0.37047557214737864,0.25639141446841496,0.23767610683567858,0.42044801838024126,0.632420091324201,0.5156547044109183,0.37254901960784315,0.474050591128419
P5COMP,SGD,KroganCore,438,306,0.8082191780821918,0.5359477124183006,0.7336750477692517,0.6445080929860787,0.57466622321471,0.26327890879510213,0.4669168743183413,0.539919586444572,0.6501955207963028,0.5924975077554782,0.6176470588235294,0.3890852491015063
PC2P,SGD,KroganCore,164,306,0.8048780487804879,0.4803921568627451,0.7090861252411859,0.6016744186046512,0.5225231047631358,0.299514434994324,0.38919349384489094,0.5226881102814475,0.6373937677053825,0.5771985307908348,0.5816993464052288,0.6223647579906654
CUBCO+,SGD,KroganCore,158,306,0.740506329113924,0.4117647058823529,0.6385467020115391,0.5292407108239096,0.4518870006621055,0.19330707408351416,0.33614089246245765,0.45203905801263644,0.6320960698689956,0.5345391585254259,0.5326797385620915,0.5982477982171616
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,447,306,0.8053691275167785,0.5522875816993464,0.7377550129507291,0.6552398184197348,0.5893258786128176,0.28463668688265703,0.4786251115360666,0.5582998276852383,0.6293929712460063,0.5927815680273346,0.6241830065359477,0.3926597172865943
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.311810573319338,0.41059330190560284,0.5491097070649053,0.6423423423423423,0.5938993310646079,0.6078431372549019,0.6337237590755906
CUBCO+,SGD,KroganExt,162,306,0.7407407407407407,0.434640522875817,0.6492872485842609,0.5478323550612708,0.47379858216664883,0.21066058785226438,0.3435050182303093,0.4744399770246984,0.6182008368200836,0.5415710394930381,0.5555555555555556,0.6043954507908708
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,631,306,0.8637083993660856,0.8137254901960784,0.8532265487660421,0.8379722682770949,0.8232538501017351,0.5674040942141901,0.7527893428934691,0.8856978747846066,0.6481661168251504,0.7576802440208051,0.8888888888888888,0.44720668119896034
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,224,306,0.8035714285714286,0.6470588235294118,0.7664911737379995,0.7168718320057929,0.6732861806311208,0.4388911722861992,0.5514159810993061,0.7168294083859851,0.6560553633217993,0.6857694787305847,0.7712418300653595,0.7215343747026838
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
P5COMP,CYC,Collins,551,408,0.8892921960072595,0.5784313725490197,0.8029841791840725,0.7009419437743215,0.6219103468155868,0.3391351213258508,0.4972858907961607,0.6614583333333334,0.739524055871702,0.6994028520508069,0.6102941176470589,0.41913657388908404
PC2P,CYC,Collins,209,408,0.9090909090909091,0.5343137254901961,0.7972498537156232,0.6730472368014819,0.5823271717063788,0.34462006408028284,0.41417598548812395,0.640625,0.7399209486166007,0.6884851906232333,0.5833333333333334,0.6738318625003861
CUBCO+,CYC,Collins,205,408,0.8390243902439024,0.4681372549019608,0.7242632145187746,0.6009640449643743,0.5135387780240669,0.27948133314823004,0.375985105835745,0.5567708333333333,0.7372654155495979,0.6406932805979753,0.5343137254901961,0.6492227893774842
ClusterOne,CYC,Collins,125,408,0.968,0.36764705882352944,0.7296893091470475,0.5328987932705012,0.41970752282376456,0.25652463626921557,0.2523341116507138,0.5625,0.6945812807881774,0.6250615733216607,0.39950980392156865,0.504691903192465
P5COMP,CYC,Gavin,476,408,0.8592436974789915,0.4681372549019608,0.736227136330051,0.6060716557791673,0.5150223363800823,0.2967746509741858,0.40396113084111124,0.5411458333333333,0.7560738581146744,0.639645384577278,0.5024509803921569,0.3812116960713049
PC2P,CYC,Gavin,183,408,0.8852459016393442,0.46078431372549017,0.7475259189443921,0.6060895522388059,0.5096590224507008,0.31079085095855274,0.3560022504274377,0.5286458333333334,0.7627737226277372,0.6350095670486462,0.4950980392156863,0.6129403016863963
CUBCO+,CYC,Gavin,177,408,0.8192090395480226,0.3872549019607843,0.6697890354570118,0.5259050111333012,0.43290779498575244,0.2528041150962671,0.3277934351988203,0.43697916666666664,0.7769396551724138,0.5826718142037838,0.45098039215686275,0.5928260670467553
ClusterOne,CYC,Gavin,110,408,0.9,0.2867647058823529,0.6303879310344828,0.43494423791821557,0.3320090805902383,0.22704937393782046,0.2130460499307818,0.4296875,0.738045738045738,0.5631421029070087,0.3137254901960784,0.4576201265237951
P5COMP,CYC,KroganCore,575,408,0.8278260869565217,0.5514705882352942,0.7524153163938019,0.6619630821149443,0.5909245900771015,0.30423524585278877,0.4882153499600779,0.5677083333333334,0.737848855440577,0.647211668601608,0.6004901960784313,0.4111155502351856
PC2P,CYC,KroganCore,219,408,0.8493150684931506,0.5122549019607843,0.7505444604049858,0.6390649273789856,0.5564191307185613,0.3221908040952634,0.4161860921963981,0.5401041666666667,0.7506654835847383,0.6367397862996826,0.5735294117647058,0.6624054501981496
CUBCO+,CYC,KroganCore,219,408,0.7671232876712328,0.44607843137254904,0.6705969049373618,0.5641224331654399,0.48682626721947303,0.22883959896307826,0.366519888495528,0.44375,0.7487231869254342,0.5764077672951341,0.5049019607843137,0.6182292025582276
ClusterOne,CYC,KroganCore,132,408,0.8560606060606061,0.33088235294117646,0.6497904314046207,0.4772855265627933,0.3771583694297751,0.20619040982811837,0.24195165919050945,0.45989583333333334,0.7015355086372361,0.568008149023978,0.39215686274509803,0.4826284743229537
P5COMP,CYC,KroganExt,583,408,0.8421955403087479,0.5735294117647058,0.7700505083000901,0.6823697104677059,0.6126150912732181,0.31960539728571463,0.5032750053891438,0.5875,0.7289803220035778,0.6544279480409604,0.625,0.4200158320137899
PC2P,CYC,KroganExt,225,408,0.8533333333333334,0.5269607843137255,0.7592813313909859,0.6515614271846959,0.5706086769011305,0.3219878026648218,0.4306213286887394,0.5661458333333333,0.7437874892887746,0.6489161640353097,0.5955882352941176,0.6748796243653349
CUBCO+,CYC,KroganExt,222,408,0.7882882882882883,0.47058823529411764,0.6945133445778351,0.5893496106082929,0.5118455688797894,0.2640672624886556,0.3862062228212723,0.475,0.746588693957115,0.5955078753716273,0.5416666666666666,0.6392606410712519
ClusterOne,CYC,KroganExt,132,408,0.8712121212121212,0.3284313725490196,0.6547861853287104,0.4770307082714215,0.37518016438783064,0.2063485761901848,0.24418407050596574,0.46510416666666665,0.6791778373547811,0.5620395378097206,0.39215686274509803,0.4809928013790002
P5COMP,CYC,BIM,834,408,0.9376498800959233,0.8774509803921569,0.9249582381798189,0.9065521640858253,0.8888643354440829,0.6680499480510442,0.8133344057672408,0.9526041666666667,0.7462039045553145,0.8431114687052527,0.9632352941176471,0.508605471785869
PC2P,CYC,BIM,307,408,0.9511400651465798,0.8308823529411765,0.9243819897353145,0.8869534830584788,0.8524380099101473,0.6580853466386237,0.6758694245294276,0.9260416666666667,0.7521978021978022,0.8346055993163816,0.9068627450980392,0.8290169887512389
CUBCO+,CYC,BIM,311,408,0.9131832797427653,0.7647058823529411,0.8790476190476191,0.8323751549994364,0.7904089060158425,0.5787026834471988,0.6521441589436677,0.7953125,0.7860289490245438,0.7906570992036197,0.8333333333333334,0.8117579517214993
ClusterOne,CYC,BIM,209,408,0.9521531100478469,0.5955882352941176,0.850337623971302,0.7327983997454139,0.6438071653952151,0.45504573230498147,0.4497041556733898,0.8359375,0.6864224137931034,0.7574999911090247,0.6862745098039216,0.6460513995886064
P5COMP,SGD,Collins,435,306,0.8298850574712644,0.5555555555555556,0.7552933299857729,0.6655604719764012,0.594884977918397,0.323022518057306,0.49916615634645006,0.5726593911545089,0.632996632996633,0.6020726421742695,0.6372549019607843,0.40480372621419547
